"","id","nome","classe","ticker","retorno_total","mkt_cap","ROE","ROA","ROIC","lucro_bruto","LPA_growth","alav_BS","EBIT_DivLiq","ativo_growth","desvpad_ret","sharpe_economatica","div_yld","LPA_se","sharpe_calc","provisoes","size"
"1",1,"Aco Altona","PN","EALT4",120.02880213,92970,NA,13.458082836,33.671486801,59430,486.73437042,-76.535453827,-398.74841972,235.10098851,1.2701263143,1.9289847085,20.054856874,0.53724848472,0.053529310923,3128,"small"
"2",7,"Alpargatas","PN","ALPA4",3232.3748177,737234.28,19.52180239,9.5581717375,12.039371443,728831,130.51612748,36.170848414,96.358434126,98.38026755,5.2650048383,0.7752285246,7.115482953,0.064898199033,0.263395168,97776,"large"
"3",9,"Ambev S/A","ON","ABEV3",716.37939172,56506644.37,17.416902956,8.2281569653,14.15701159,13735622,61.476907868,63.311635046,74.909570114,151.31353295,5.4955841155,0.40145018011,43.305263158,0.046291290008,0.32316212334,1045491,"large"
"4",11,"Ampla Energ","ON","CBEE3",-0.086838776861,3059562.416,17.786309675,6.2709697376,9.9040094478,799053,375.57374185,98.534059727,51.935924989,8.699162649,8.9819427475,NA,49.321579272,1.3614484626,-0.00019305793291,405721,"large"
"5",14,"Atmasa","ON","ATMP3",-99.780393986,603001,31.835469202,9.3092881334,48.254032197,284081,NA,76.540240258,-105.76910531,NA,5945.782353,-0.37558560748,114228.59581,683.73571267,-0.30448153258,64151,"small"
"6",18,"B2W Digital","ON","BTOW3",211.21589781,2622998,19.151680516,2.5085326173,20.957642246,915472,NA,708.33754835,37.456763553,NA,11.569579185,0.21791724079,0.32421588164,0.26076099267,0.095439699211,4270,"large"
"7",19,"Bardella","PN","BDLL4",-89.48386262,214384,6.052810001,1.9219624838,4.7685340087,75688,575.32400208,21.997230159,132.16670894,98.343145771,25.550824411,NA,312.15234953,3.8623733343,-0.57868522598,27562,"small"
"8",23,"Biomm","ON","BIOM3",NA,19503,NA,-60.903861956,-39.049466537,928,NA,-64.333660773,-64.312071692,NA,1.8166198634,NA,0,0.352492987,NA,0,"small"
"9",26,"Bombril","PN","BOBR4",-50.843373494,224369.75,NA,1.4713127652,16.552473282,321632,100.36113,-15.429477216,75.023823137,-18.613832354,2.7125979037,0.57077752329,0,18.276665479,-0.057333962454,0,"small"
"10",27,"Bradespar","PN","BRAP4",254.62043757,6621176.52,27.935385537,9.6525265813,13.678331519,2230339,691.87911588,49.836579157,204.75604716,103.98651398,7.6301419486,0.11062767665,33.779874514,1.4514575016,0.061853692215,372303,"large"
"11",28,"Brasilagro","ON","AGRO3",273.74639051,402530.336,1.6940713574,1.3909305347,-3.7603645588,556,NA,4.3354763113,3.6381546679,NA,3.0545173231,0.2177029188,19.086470343,0.13065566808,0.43531673042,0,"small"
"12",29,"Braskem","PNA","BRKM5",681.2503795,2820661.79,-38.609226671,-10.80790357,4.5773246517,2818733,-743.63290627,325.72167886,10.751418786,63.523033598,13.870990639,0.24389717368,41.196954043,2.6897558137,0.23062329561,0,"large"
"13",30,"BRF SA","ON","BRFS3",166.37733909,6142131.3593,1.6973762073,0.48805000772,7.5975239236,2758879,-71.140537273,130.52026676,13.175504868,303.72489032,14.473729157,0.040804797546,26.471515597,0.46348950887,0.19212966895,290740,"large"
"14",32,"Cambuci","ON","CAMB3",NA,16077.6,NA,-2.445713205,11.784222879,92992,4.6104195481,-194.0275496,23.925826655,80.100911181,NA,NA,NA,0.25529606179,NA,48359,"small"
"15",36,"CCR SA","ON","CCRO3",424.91456236,9525295.534,44.146837697,11.526470857,28.55489687,1675776,228.27671775,232.15525999,50.946317431,174.59057133,3.3928233393,0.23406824218,48.482478079,0.11771767358,0.32016830616,406297,"large"
"16",38,"Ceb","ON","CEBR3",NA,131285.98485,21.25081036,4.3606879619,9.7085746981,953672,415.74546385,13.986778408,308.76702594,39.480072085,10.85473428,NA,7.831517576,10.244425287,NA,70045,"small"
"17",39,"Cedro","ON","CEDO3",25.382039369,118847.30139,13.458909638,7.1039400051,9.1093313256,85112,106.1636137,51.615405386,46.156589977,-4.2420945257,2.3468465724,NA,31.592174395,1.9131491673,0.044653926345,9061,"small"
"18",40,"Ceee-D","ON","CEED3",-66.622162884,2877389.4627,99.536979102,0.85085034223,-0.83497695209,264916,NA,806.01930036,-9.3064386556,NA,51.164102351,NA,0,0.70186628867,NA,0,"large"
"19",41,"Ceee-Gt","PN","EEEL4",NA,1485591.0986,40.634695738,6.9194999927,10.343376246,340035,192.93048804,87.702314499,60.414596694,-47.492349072,60.962769617,NA,14.562611406,9.416413282,NA,0,"large"
"20",43,"Celesc","PN","CLSC4",177.1153341,1549531.6,18.383529902,6.5142356825,11.282054996,829204,NA,10.91466047,-299.99320269,NA,10.131877746,0.15587086308,30.687103526,1.6259488475,0.088892359577,527647,"large"
"21",45,"Celpe","PNA","CEPE5",66.217032598,2218040.109,38.682637016,13.256680037,15.899502906,789399,355.44607577,88.761425464,56.203571516,34.236775603,6.4364240485,NA,71.755920622,1.9802427707,0.082353614776,15468,"large"
"22",46,"Cemig","PN","CMIG4",221.97504089,14303024.97,23.037870292,8.2423336177,12.868454279,4067171,57.56268885,75.762296984,66.879057288,62.007617892,2.5113118722,0.20392694241,137.03475657,0.23352044846,0.1940264163,2148531,"large"
"23",48,"Cesp","PNB","CESP6",284.87842204,4458341.5678,-22.776047736,-13.783563543,-6.2280951952,1160921,-207.18863088,49.286251139,-47.586351596,-13.789565117,4.2750662521,0.1680405755,54.33903209,4.4831740811,0.21193544042,1119422,"large"
"24",49,"Cia Hering","ON","HGTX3",1928.1963825,428180.38,13.713639043,5.4449888101,13.720600166,238530,99.532568599,59.761914569,210.46781026,3.4892083642,8.4044833438,0.4280936473,53.382027434,0.16808771942,0.086496444281,23390,"small"
"25",51,"Coelba","ON","CEEB3",154.31666104,5826403.0273,54.313670856,19.235527054,25.38066833,1297753,420.47946653,98.290588859,85.907434862,2.3710012253,6.1074891712,NA,58.079512116,1.2423472758,0.1409663945,63485,"large"
"26",52,"Coelce","PNA","COCE5",458.47317831,1573493.3081,39.805208778,12.170138845,17.795819949,619811,270.21410621,89.649340694,56.193378203,13.626595022,12.132444716,0.28256089501,42.554899682,1.5140223345,0.56035569878,165461,"large"
"27",53,"Cogna ON","ON","COGN3",NA,379778.35714,6.9732303479,5.684481994,12.759818106,99634,NA,4.0217065696,-24.967920199,NA,NA,0.41196055817,NA,0.13488757458,NA,990,"small"
"28",54,"Comgas","PNA","CGAS5",1483.8110919,3861122.73,47.75266286,12.811029679,22.969561829,1366336,406.1336545,139.32780514,54.304700934,78.70684111,17.432387877,0.84358807049,33.460825562,1.2020875762,0.33406805235,187997,"large"
"29",57,"Copasa","ON","CSMG3",491.35831668,2159312.76,7.4139691823,4.1140773822,5.4222587127,1088788,NA,44.954676763,44.37401496,NA,14.122340772,0.25902845609,37.738712827,0.86708547064,0.20088903636,416646,"large"
"30",58,"Copel","PNB","CPLE6",394.30086323,6277666.84,14.687419319,8.2755692669,10.565620352,1985336,530.33943858,22.485358728,-1464.4474969,44.29104545,7.614903175,0.21825635422,28.677524402,1.6468732097,0.19957726122,752753,"large"
"31",59,"Cosan","ON","CSAN3",808.76229678,3677784.2,NA,NA,NA,NA,NA,NA,NA,NA,10.845959187,0.3470393275,13.75658723,NA,0.34925327577,NA,"large"
"32",61,"Cosern","ON","CSRN3",449.34268952,1435690.0027,41.391543684,15.964741996,16.008453094,293848,267.21833117,76.825896928,58.941386546,7.8992882327,5.2325813333,NA,61.970666712,0.31444260577,0.30653534983,6375,"large"
"33",62,"Coteminas","PN","CTNM4",-32.050097738,426269.5,-4.4975605016,-2.9787410968,1.8600835922,429574,-91.518987572,29.774046063,43.705525735,85.270303924,6.1247386578,0.38520851365,3.5017687075,5.3944526448,-0.036703664149,23509,"small"
"34",63,"CPFL Energia","ON","CPFE3",274.88910583,14469316.65,25.490192968,7.9138545107,13.500752107,3212699,415.92890414,140.44215423,36.521906077,34.793130046,5.3210757453,0.19617514986,33.554463946,0.76486236097,0.3244805579,107657,"large"
"35",64,"Cr2","ON","CRDE3",-10.635484151,152248.8,9.6562821534,6.6448637436,10.099433149,64093,NA,13.962995434,112.42416789,NA,13.064208212,0.21809249998,109.51032976,13.2927445,-0.015313891639,0,"small"
"36",65,"Cristal","PNA","CRPG5",794.00727078,110860.51654,-4.8880682223,-3.5159575408,-1.6907334295,16779,NA,9.2896246672,-36.510422104,NA,7.6710708156,1.3227187862,32.031419774,1.1324792016,0.090693675416,27630,"small"
"37",66,"Csu Cardsyst","ON","CARD3",704.8725367,111715.6,8.0164094287,3.1314136349,6.3385298405,73663,NA,75.70499596,25.891079199,NA,2.3695769499,0.18991673368,15.346553541,0.34218482312,0.18449149143,44480,"small"
"38",69,"Cyrela Realt","ON","CYRE3",358.82175559,3272660.8,14.344027357,4.3075206189,8.112590782,1082580,322.74429634,85.810297397,36.40404937,1110.6804157,3.8506273008,0.084138795079,25.860192119,0.36915081124,0.18353837318,187351,"large"
"39",71,"Dasa","ON","DASA3",1006.6028002,1290419.44,-2.3493961814,-0.65086990539,5.1221074425,357424,-26.096483368,211.22110906,15.145497711,422.10009078,6.3039926944,0.59548865032,3.0580846146,0.12534947282,0.18754899822,98510,"large"
"40",72,"Dimed","ON","PNVL3",2257.1040401,139501.6,7.7272763524,3.5137026789,4.667087377,160182,0.47810803716,9.8175174112,-111.16771685,60.302410213,5.0496057846,2.0954491581,4.3686169552,0.014801480752,0.3709997734,13069,"small"
"41",74,"Dohler","PN","DOHL4",396.87769673,138682.5,2.8002594639,2.0922887834,0.24042362892,42421,-59.887994732,20.603811773,-0.88835603576,-0.64644658932,1.4974385479,NA,25.60208741,0.11833895237,0.6591299617,5428,"small"
"42",76,"Dtcom Direct","ON","DTCY3",-23.57331629,24663.37,NA,-34.769951718,-14.400983606,4264,53.240572968,-211.74542475,-27.787056367,-5.8807805399,3.6017623641,NA,0,1.1763736043,-0.050055846881,344,"small"
"43",77,"Duratex","ON","DTEX3",784.26196807,409177.5,15.554566162,6.6617237131,13.809890864,200635,NA,80.898857202,39.247416777,NA,2.2549896893,0.10910922478,17.280064218,0.18557850437,0.15676068497,20073,"small"
"44",79,"Elektro","PN","EKTR4",497.81455533,2363863.033,36.159490982,13.258429856,22.416026082,786206,-60.96471772,82.472131362,89.410422408,-15.001488551,4.7845238178,NA,98.167966894,1.4467173419,0.22101789876,81701,"large"
"45",80,"Eletrobras","ON","ELET3",191.2172004,28927983.3,7.653289375,4.4542954416,3.9563304965,30066350,1705.2005369,31.840980031,44.801397996,16.229262371,7.6805318504,0.21838713026,59.363516007,1.8615701713,0.10795907856,3177265,"large"
"46",81,"Eletropar","ON","LIPR3",139.28822534,440536,9.0331543192,5.3126089772,6.4104035333,0,266.73506026,0,-38.821621214,16.838667994,11.717827234,NA,22.35446988,0.63484499169,0.33734039729,11454,"small"
"47",82,"Emae","PN","EMAE4",627.37861554,240155.5,25.364252886,14.934016658,18.545362368,17601,774.94412675,0,-1269.2721213,2.1821060683,5.6230465333,1.1597339251,10.949653362,2.5645306298,0.1373466219,23012,"small"
"48",83,"Embraer","ON","EMBR3",162.70512665,6375489.0376,8.2945996046,2.0840013824,10.907178353,2407056,-28.852221059,70.095557159,-135.27349664,67.557039398,5.3684961363,0.15019526251,32.173058424,0.40000556907,0.24010597516,1127639,"large"
"49",85,"Encorpar","ON","ECPR3",948.22526445,28640.98,9.2606498746,8.3658146781,5.6090097748,1105,140.53702765,0,-1563.7440758,25.861769558,23.009915108,NA,44.272784416,3.367932095,0.21218407274,637,"small"
"50",86,"Energias BR","ON","ENBR3",449.83653924,3129304.0455,10.670893851,4.6970414609,8.1937545402,1546621,240.01163045,59.653021391,36.15275857,53.382209891,3.5073248063,0.25355021708,41.591227032,0.613382087,0.40997060871,319933,"large"
"51",87,"Energisa","UNT N2","ENGI11",NA,1327066.6,16.977914873,3.5797929455,11.263592818,622703,7.2582689724,241.03033825,34.964050595,48.147695454,NA,1.2869880567,NA,0.15492426889,NA,76869,"large"
"52",88,"Energisa Mt","ON","ENMT3",607.99849767,634872.82,7.6047552541,2.6175402841,6.9604289639,326324,248.91134804,91.616169486,24.28493856,65.316150215,8.407752057,NA,13.629916785,0.80400601202,0.43750192657,3962,"large"
"53",89,"Eneva","ON","ENEV3",-52.76782533,956340,11.19682606,5.9049350839,-3.2482544581,61,NA,41.205502237,7.0734768953,NA,233.15944455,-0.21487261177,24.059681248,33.986395494,-0.043564035021,179988,"large"
"54",90,"Engie Brasil","ON","EGIE3",544.93094839,12108367.661,39.58861183,13.368228213,28.1813395,2247543,115.63267454,93.93794224,74.798481025,36.030588152,8.8426551061,0.47381694849,41.760462442,0.26623205948,0.53172270673,129419,"large"
"55",91,"Eqtl Maranhao","ON","EQMA3B",NA,1124153.5,45.1071826,10.231485432,19.375583036,473029,113.72431433,177.05860389,42.043697819,159.15213282,7.2138184761,NA,29.807601736,4.6558230136,NA,26855,"large"
"56",92,"Eqtl Para","ON","EQPA3",NA,772204.99,3.4877433715,1.0401133293,4.3948725765,343195,-33.504353774,94.860312232,19.302441845,66.519679326,NA,NA,NA,1.3620284355,NA,27957,"large"
"57",93,"Equatorial","ON","EQTL3",2630.1131307,1058492.76,55.137284643,9.8578643261,32.319289432,911714,NA,96.575276979,65.980125557,NA,5.2417201484,0.86966311001,10.196897087,0.14330822768,1.4322537139,285424,"large"
"58",95,"Estrela","PN","ESTR4",351.28205128,28453.92,NA,-20.050928675,2.6538461539,34634,-536.02580645,-44.415422485,1.1374313832,-21.016173702,5.0022756239,0.88259069978,0,18.361832741,0.14832646372,5412,"small"
"59",96,"Eternit","ON","ETER3",-41.954998516,365722.7,34.911797205,21.04514283,36.612540657,242747,194.21911432,3.5689078714,-514.03985911,22.580194239,6.1944864297,-0.24624044895,311.26415094,0.81493349017,-0.052957497484,43760,"small"
"60",97,"Eucatex","PN","EUCA4",249.31369228,268055.7,12.482983965,5.1738240952,9.6506061933,226364,212.01091637,17.598852617,165.89468581,37.574786902,1.5631011421,0.18300940057,19.19024,0.76606014652,0.14989001063,0,"small"
"61",98,"Even","ON","EVEN3",611.30163511,517650.087,10.639986563,4.1732298153,8.6212649931,275642,NA,70.266804478,43.366884668,NA,1.8720670941,0.18746916335,14.752074945,0.12931296881,0.20566642627,0,"small"
"62",99,"Excelsior","PN","BAUH4",3913.5496985,12532.8,-35.804916733,-7.157861361,-4.52640534,16183,-700.43896274,24.080362196,64.492307692,27.965714865,13.557969046,NA,3.4043671519,0.25370678233,0.16607518987,1062,"small"
"63",100,"Eztec","ON","EZTC3",4884.2106578,338211.8402,13.393915448,10.98750356,12.943574899,160190,NA,1.7815205788,-42.946799596,NA,7.6055957504,0.74319290359,19.139232407,0.22804484835,0.22355570526,4333,"small"
"64",101,"Fer Heringer","ON","FHER3",1.404494382,172556.76,-51.36975044,-13.383696741,7.2115440834,281855,NA,275.90176095,18.050268829,NA,3.7621566338,-0.00025830101618,0,3.8677558964,0.0013966001011,1976,"small"
"65",102,"Ferbasa","PN","FESA4",456.59770492,596775.2,58.316072908,34.170728229,63.528003325,454325,323.03469809,0.52654040258,-107.14159522,136.89455072,5.2145884697,0.26560857725,41.038739024,1.2950129412,0.15551442231,6980,"small"
"66",105,"Fras-Le","ON","FRAS3",NA,156261.28,13.373996221,5.5388992467,14.208899209,129669,-20.188500187,87.058349638,65.2398833,111.92417494,0.93039096872,0.68608671451,32.273870585,0.04692148011,NA,0,"small"
"67",106,"Gafisa","ON","GFSA3",-74.015203183,1363311.87,7.1009040134,1.984542662,7.1929420774,526003,2.3790379332,74.484336954,22.189708848,520.06746023,22.183086834,-0.36052746037,249.63037354,1.770292453,-0.18524883399,17567,"large"
"68",107,"Ger Paranap","PN","GEPA4",NA,1602631.31,6.9492132873,4.4209782769,7.9819950157,424132,72.1036749,45.250010388,56.492515817,-11.316758543,8.0189802191,NA,107.80302347,0.37021547365,NA,26478,"large"
"69",108,"Gerdau","PN","GGBR4",59.546185051,19901731.6,29.713224514,8.374013476,16.612959562,10888899,232.78991672,92.773628433,45.609163333,314.48436523,4.5474220828,-0.073524338898,14.195022854,0.69811809869,0.055934249777,467076,"large"
"70",109,"Gerdau Met","PN","GOAU4",-43.915415125,7890854.56,28.800039536,8.0502310965,16.318268508,10888899,199.53278552,99.785605171,42.403801282,318.37112602,7.9367640196,-0.21813167264,35.106382979,1.1976791479,-0.047644986329,467433,"large"
"71",110,"Gol","PN","GOLL4",286.77698689,1989204.57,-51.311410407,-17.978271693,-1.8799545531,869313,-413.02433664,137.34544471,-6.8699405455,1163.7138465,8.1388313487,0.23565048479,4.3635398725,3.4689772857,0.060894843665,18399,"large"
"72",111,"GPC Part","ON","GPCP3",86.623463188,99203.75,-5.5207555263,-0.99524575171,13.559568812,204482,-134.65316145,290.52423896,32.706709825,37.385293374,7.7335249764,1.1340592147,0.65520846948,5.9471805035,0.052073236154,75745,"small"
"73",112,"Grazziotin","PN","CGRA4",755.05540616,129267.15,24.247308718,15.311359167,30.748855992,114158.082,232.63580574,0,-66.736677896,82.618408874,5.8353011601,0.54310475178,40.245201888,0.36816707739,0.21648465779,3021.355,"small"
"74",113,"Grendene","ON","GRND3",1494.4337765,1270000,21.750087417,14.936498188,27.209290184,599169,-58.346763762,17.779144903,-42.786461906,76.529003749,2.4629157696,0.51362129567,38.44674166,0.20798914031,0.44651606112,67494,"large"
"75",114,"Grupo Natura","ON","NTCO3",497.68684951,8147925.36,76.404028785,24.486473177,57.057041072,2463350,614.5818426,68.730554406,584.50047478,192.3092757,5.2967247746,0.23119144939,13.967419235,0.18980366718,0.21479678029,51144,"large"
"76",116,"Guararapes","ON","GUAR3",1244.2137146,1045200,10.938728168,6.9073984493,1.215108415,971402,194.48398959,9.1846686534,51.760977601,100.74964052,4.4596771223,0.24766346125,15.615549117,0.11437999789,0.17614355842,62851,"large"
"77",117,"Haga S/A","PN","HAGA4",187.95180723,9916.6666667,NA,8.6702084174,66.625801887,13672.613,123.48819323,-60.866973955,18.889018926,91.563680957,1.0300668649,0.25280034167,0,0.3651313454,0.099742211347,1300.232,"small"
"78",119,"Helbor","ON","HBOR3",967.33168072,145693.69,16.090588164,5.9371116149,8.6187795843,112307,NA,62.805018479,43.586749326,NA,9.1818279742,0.20495668654,83.265181264,0.42408305502,0.087844996789,21302,"small"
"79",120,"Hercules","PN","HETA4",43.174603174,3213,NA,-88.016942977,12.943515589,9428,59.090139295,0,NA,-57.555723095,5.6856238434,1.8300128748,0,33.125849567,0.06399247838,294,"small"
"80",121,"Hoteis Othon","PN","HOOT4",11.904761904,38582.04,NA,-4.6772379773,-0.46639305793,64014,54.926691558,-18.869994515,-61.411628579,-0.63242702663,2.8750582061,-0.071566297105,0,0.58639224585,0.0066158245073,303519,"small"
"81",122,"Hypera","ON","HYPE3",551.20646431,2645365.32,-30.010047814,-5.830387652,-2.1419987889,798056,NA,23.185677433,-17.628928619,NA,7.3973344477,0.13274052111,15.764922003,0.44096013435,0.22617462951,30047,"large"
"82",123,"IGB S/A","ON","IGBR3",19.047619048,34138.65,NA,-66.668649841,NA,-12032,27.114979534,-63.756355594,-21.033268438,-33.076518351,3.4667588195,0.70303422955,0,9.7269030987,0.015213445722,74787,"small"
"83",128,"Inds Romi","ON","ROMI3",212.86786917,579659.6,17.452028921,6.8451856578,7.4641630545,279574,96.112361368,120.07835383,17.71617407,376.12720172,2.9335373964,0.22209130207,29.134745803,0.27032832327,0.068929409168,2073,"small"
"84",129,"Inepar","ON","INEP3",-84.30078655,110496.39,57.019978167,7.6115199865,6.3885141386,221270,174.68189579,204.66930949,24.133545447,55.281448717,38.322096096,0.3903049487,35.338786325,26.971054985,-0.15589860053,343572,"small"
"85",133,"Iochp-Maxion","ON","MYPK3",693.92861695,415030,68.942265272,18.881556145,30.34197465,356970,4774.594483,77.999580076,90.684000579,162.95956159,5.3304014064,0.16406322728,50.817497088,0.77404375214,0.1003321466,58021,"small"
"86",134,"Irani","ON","RANI3",354.26579199,208274.47148,-53.730929265,-9.6241615502,1.7734930769,90497,NA,736.94611857,2.6319736666,NA,0.81304772932,NA,13.877091273,0.17241545505,0.12699172206,52387,"small"
"87",135,"JBS","ON","JBSS3",472.50696673,6920993.9392,0.73884616999,0.14001932985,8.1046050015,2992502,NA,91.593934265,20.961207623,NA,5.0738322936,0.29711017475,6.246428827,0.16034295014,0.29409807047,942564,"large"
"88",136,"JHSF Part","ON","JHSF3",507.8675574,703426.88625,19.100639694,9.365925436,15.010069107,325830,NA,40.518844614,101.85795738,NA,1.7518610805,0.23212480375,18.504475883,0.15486608107,0.12756721031,2754,"large"
